S.No,Type (QP-NOS /NOS/Expository),Sector,Name of the QP,QPRef.ID,NSQF Level,Contains Electives/Options,Number of Electives/ Options,Elective/Option Name,Compulsary NOS Count,Elective/Optional NOS count,Total No. of NOS,Version No.,Educational Qualification,Theory (hours) for Compulsory NOSs,Practical (hours) for Compulsory NOSs,Total Hours for Compulsory NOSs,Elective/Option Theory (hours),Elective/Option Practical (hours),GRAND TOTAL Minimum hours duration for QP,Mandatory OJT ,Recommended OJT ,Curriculum Available ,PH Available,FG Available,Job Roles in PMKVY 2.0,Job Roles in PMKVY 2.0 (9th SC Remarks),Job Roles in PMKVY 2.0 (2018-20),Job Roles Readiness for CSSM,Job Roles in PMKVY CSSM (FY 2018-20),89 Curriculum/Content,CSSM MES,Available on SMART Portal,QRC Approval Date,MC Approval/Upload Date,NSQC Approval Status,DLI Status,QP Uploaded on NSDC Website,NAPS Paired & Embedded QPs,QP Retirement Planned (Yes/Tentative),Retirement Announcement Date,Retirement Not Before Date,Remarks,
742,QP-NOS,Electronics & Hardware,CCTV Installation Technician,ELE/Q4605,4,,,,4,,4,1,ITI,180,180,360,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
743,QP-NOS,Electronics & Hardware,Circuit Imaging Operator ,ELE/Q2201,4,,,,3,,3,1,10th Class,80,120,200,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,Embedded QP,,,,,
744,QP-NOS,Electronics & Hardware,"Coating, Curing & Marking Operator",ELE/Q0110,4,,,,3,,3,1,12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
745,QP-NOS,Electronics & Hardware,Component Preparation Operator,ELE/Q5202,3,,,,3,,3,1,10th/12th Class,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
746,QP-NOS,Electronics & Hardware,Customer Care Executive,ELE/Q4603,3,,,,3,,3,1,Diploma/BSc.,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
747,QP-NOS,Electronics & Hardware,Customer Inspection Technician,ELE/Q6501,4,,,,4,,4,1,"ITI/Diploma/BE, Btech,",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
748,QP-NOS,Electronics & Hardware,"Cutting, Crimping and Connector Assembly Operator",ELE/Q0115,3,,,,3,,3,1,12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
749,QP-NOS,Electronics & Hardware,DAS Set Top Box Installation & Service Technician,ELE/Q8102,4,,,,3,,3,1,8th Class + 2 yrs/10th,90,170,260,,,,,,Yes,,,,,,,,,,No,,,7th Meeting,,Trans National Standard - Under Public View,,,,,,
750,QP-NOS,Electronics & Hardware,Design-for-Manufacture Engineer,ELE/Q6101,5,,,,2,,2,1,Btech/Mtech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
751,QP-NOS,Electronics & Hardware,Design-for-Test Engineer,ELE/Q1402,5,,,,2,,2,1,BE/MTech.,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,Occupational Standards - Industry Validation,,,,,,
752,QP-NOS,Electronics & Hardware,Die Bonding Operator,ELE/Q1701,4,,,,3,,3,1,12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
753,QP-NOS,Electronics & Hardware,Disk Duplicator,ELE/Q4302,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
754,QP-NOS,Electronics & Hardware,Draftsman,ELE/Q7101,5,,,,2,,2,1,Diploma/BTech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
755,QP-NOS,Electronics & Hardware,Drilling Operator ,ELE/Q2102,4,,,,3,,3,1,10th/12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
756,QP-NOS,Electronics & Hardware,DTH Set Top Box Installation & Service Technician,ELE/Q8101,4,,,,3,,3,1,8th Class + 2 yrs/10th,80,120,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
757,QP-NOS,Electronics & Hardware,Electrical Assembly Operator – Control Panel,ELE/Q7306,3,,,,3,,3,1,12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,Not approved,,,,,,
758,QP-NOS,Electronics & Hardware,Electrical Design Developer,ELE/Q3801,4,,,,2,,2,1,B.Tech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
759,QP-NOS,Electronics & Hardware,Electrical Technician,ELE/Q6301,3,,,,3,,3,1,10th Class/ITI,80,120,200,,,,,,Yes,Yes,,,,,,,,IEL701,No,,,8th Meeting,,National Occupational Standards,,,,,,
760,QP-NOS,Electronics & Hardware,Electronic Hardware Design Engineer,ELE/Q6102,5,,,,2,,2,1,Diploma/BE,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
761,QP-NOS,Electronics & Hardware,Embedded Software Engineer,ELE/Q1501,5,,,,2,,2,1,B.E. (CSI),,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
762,QP-NOS,Electronics & Hardware,Encapsulation Operator,ELE/Q1703,4,,,,3,,3,1,12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
763,QP-NOS,Electronics & Hardware,Field Engineer - TV,ELE/Q3108,4,,,,4,,4,1,8th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
764,QP-NOS,Electronics & Hardware,Field Engineer - RACW,ELE/Q3105,5,,,,8,,8,1,"8th standard passed, preferably",180,180,360,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,7th Meeting,,Trans National Standard - Under Public View,,,,,,
765,QP-NOS,Electronics & Hardware,Field Technician - Air Conditioner,ELE/Q3102,4,,,,4,,4,1,8th Class+ 2 yrs,120,180,300,,,,,,Yes,Yes,,,,,Addl Ready,,Yes,REF702,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
766,QP-NOS,Electronics & Hardware,Field Technician - Computing and Peripherals,ELE/Q4601,4,,,,4,,4,1,12th Standard Pass,120,180,300,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,ICT703,Yes,,,8th Meeting,WB2017-18,National Occupational Standards,,,,,,
767,QP-NOS,Electronics & Hardware,Field Technician - Digital Camera,ELE/Q3107,4,,,,3,,3,1,8th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
768,QP-NOS,Electronics & Hardware,Field Technician - Networking and Storage,ELE/Q4606,4,,,,4,,4,1,Diploma,180,180,360,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,ICT704,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
769,QP-NOS,Electronics & Hardware,Field Technician - Other Home Appliances,ELE/Q3104,4,Option,2,"O1: Water Purifier, O2: Mixer, Juicer, Grinder, Microwave",2,4,6,1,8th Standard passed,180,180,360,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,8th Meeting,WB2017-18,National Occupational Standards,,,,,,
770,QP-NOS,Electronics & Hardware,Field Technician - Refrigerator,ELE/Q3103,4,,,,4,,4,1,8th Class+ 2 yrs/10th,,,,,,,,,,,,,,,,,,REF703,No,,,7th Meeting,,National Occupational Standards,,,,,,
771,QP-NOS,Electronics & Hardware,Field Technician - UPS and Inverter,ELE/Q7201,4,,,,4,,4,1,8th Class+ 2 yrs/10th,180,180,360,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
772,QP-NOS,Electronics & Hardware,Field Technician - Washing Machine,ELE/Q3106,4,,,,4,,4,1,8th Class+ 2 yrs/10th,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,Trans National Standard - Under Public View,,,,,,
773,QP-NOS,Electronics & Hardware,Final Assembly Operator - Magnetics,ELE/Q0114,3,,,,3,,3,1,12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
774,QP-NOS,Electronics & Hardware,Final Product QC Technician,ELE/Q4402,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
775,QP-NOS,Electronics & Hardware,Final Testing Technician,ELE/Q5402,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
776,QP-NOS,Electronics & Hardware,FPGA Design Engineer,ELE/Q8201,6,,,,2,,2,1,B.Tech,100,140,240,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
777,QP-NOS,Electronics & Hardware,Functional Tester ,ELE/Q7401,3,,,,5,,5,1,10th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
778,QP-NOS,Electronics & Hardware,Functional Tester - Medical  Devices,ELE/Q7803,4,,,,6,,6,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
779,QP-NOS,Electronics & Hardware,Functional Tester - RAC,ELE/Q3601,4,,,,4,,4,1,10th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
780,QP-NOS,Electronics & Hardware,Functional Tester - TV,ELE/Q3602,4,,,,3,,3,1,12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
781,QP-NOS,Electronics & Hardware,In-circuit Testing Machine Operator,ELE/Q6602,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
782,QP-NOS,Electronics & Hardware,Incoming Inspection Technician,ELE/Q6401,3,,,,3,,3,1,10th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
783,QP-NOS,Electronics & Hardware,Incoming QC Technician,ELE/Q4401,5,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
784,QP-NOS,Electronics & Hardware,Injection Molding Operator,ELE/Q3503,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting ,,Not approved,,,,,,
785,QP-NOS,Electronics & Hardware,Inner Layer and Pressing Operator ,ELE/Q2101,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
786,QP-NOS,Electronics & Hardware,In-process and Final Quality Engineer,ELE/Q5501,5,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
787,QP-NOS,Electronics & Hardware,Installation and Service Engineer,ELE/Q8001,4,,,,7,,7,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
788,QP-NOS,Electronics & Hardware,Installation Technician - Computing and Peripherals,ELE/Q4609,3,,,,3,,3,1,10th Class,120,180,300,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
789,QP-NOS,Electronics & Hardware,In-Store Demonstrator,ELE/Q3202,3,,,,3,,3,1,10th Class/Graduate,67,133,200,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,Embedded QP,,,,,
790,QP-NOS,Electronics & Hardware,IT Coordinator in School,ELE/Q4701,4,,,,3,,3,1,Diploma/BTech,180,180,360,,,,,,Yes,Yes,,,,,Cat 1 (Phase 1),Yes,,,Yes,,,8th Meeting,,National Occupational Standards,,,,,,
791,QP-NOS,Electronics & Hardware,LED Light Design Engineer,ELE/Q9101,5,,,,3,,3,1,Diploma/BTech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
792,QP-NOS,Electronics & Hardware,LED Light Design Validation Engineer,ELE/Q9102,5,,,,3,,3,1,Diploma/BTech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
793,QP-NOS,Electronics & Hardware,LED Light Repair Technician,ELE/Q9302,4,,,,3,,3,1,ITI,180,180,360,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
794,QP-NOS,Electronics & Hardware,LED Luminaries Testing & Measurement Technician,ELE/Q9301,4,,,,3,,3,1,Diploma/BTech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
795,QP-NOS,Electronics & Hardware,Machine Maintenance Technician,ELE/Q3701,4,,,,4,,4,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
796,QP-NOS,Electronics & Hardware,Maintenance Executive,ELE/Q2501,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
797,QP-NOS,Electronics & Hardware,Maintenance Technician,ELE/Q4501,4,,,,4,,4,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
798,QP-NOS,Electronics & Hardware,Manual Insertion Operator,ELE/Q5305,3,,,,3,,3,1,10th/12th Class,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
799,QP-NOS,Electronics & Hardware,Manual Soldering Technician,ELE/Q0105,3,,,,3,,3,1,12th Class/ITI,80,120,200,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
800,QP-NOS,Electronics & Hardware,Masking Machine Operator,ELE/Q0116,3,,,,3,,3,1,12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
801,QP-NOS,Electronics & Hardware,Material Inspector,ELE/Q3401,4,,,,2,,2,1,10th/ Standard/ITI,80,120,200,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
802,QP-NOS,Electronics & Hardware,Mechanical Assembly Operator,ELE/Q9201,4,,,,3,,3,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
803,QP-NOS,Electronics & Hardware,Mechanical Fitter,ELE/Q6302,4,,,,3,,3,1,12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
804,QP-NOS,Electronics & Hardware,Mechanical Fitter – Control Panel,ELE/Q7303,3,,,,3,,3,1,12th Class/ITI/Diploma,80,120,200,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,Embedded QP,,,,,
805,QP-NOS,Electronics & Hardware,Mechanical Sub-assembly Technician,ELE/Q6304,4,,,,3,,3,1,12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
806,QP-NOS,Electronics & Hardware,Mobile Phone Hardware Repair Technician,ELE/Q8104,4,,,,4,,4,1,ITI,180,180,360,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
807,QP-NOS,Electronics & Hardware,Module Soldering Operator,ELE/Q5802,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
808,QP-NOS,Electronics & Hardware,AOI Machine Operator,ELE/Q5401,4,,,,3,,3,1,ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
809,QP-NOS,Electronics & Hardware,PCB Assembly Operator,ELE/Q7804,4,,,,3,,3,1,10th/12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
810,QP-NOS,Electronics & Hardware,PCB Design Engineer,ELE/Q8703,4,,,,3,,3,1,Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
811,QP-NOS,Electronics & Hardware,Performance Tester ,ELE/Q7402,4,,,,5,,5,1,12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
812,QP-NOS,Electronics & Hardware,Performance Tester - TV,ELE/Q3607,4,,,,3,,3,1,12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
813,QP-NOS,Electronics & Hardware,Performance Tester -RACWO,ELE/Q3606,4,,,,5,,5,1,12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
814,QP-NOS,Electronics & Hardware,Physical Design Engineer,ELE/Q1401,5,,,,2,,2,1,"BE, Btech/Mtech",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
815,QP-NOS,Electronics & Hardware,Pick and Place Assembly Operator,ELE/Q5102,4,,,,3,,3,1,10th Class,85,215,300,,,,,,Yes,Yes,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,Embedded QP,,,,,
816,QP-NOS,Electronics & Hardware,Potting and Curing Operator ,ELE/Q6603,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
817,QP-NOS,Electronics & Hardware,PPC Engineer,ELE/Q6201,5,,,,3,,3,1,Diploma/BE,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
818,QP-NOS,Electronics & Hardware,Pre Sales Solar Technical Support Engineer,ELE/Q5602,5,,,,4,,4,1,Diploma in Electrical/Electronics,,,,,,,,,,,,,,,,,,,No,,,,,Occupational Standards - Industry Validation,,,,,,
819,QP-NOS,Electronics & Hardware,Pressing Machine Operator,ELE/Q0106,3,,,,3,,3,1,12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
820,QP-NOS,Electronics & Hardware,Product Engineer,ELE/Q4201,5,,,,3,,3,1,B.Tech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
821,QP-NOS,Electronics & Hardware,Purchase Executive,ELE/Q5701,5,,,,3,,3,1,Graduate/Post Graduate,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
822,QP-NOS,Electronics & Hardware,Purchase Executive-Medical Electronics,ELE/Q7701,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
823,QP-NOS,Electronics & Hardware,PV System Maintenance Technician,ELE/Q6001,4,,,,3,,3,1,"ITI/Diploma/BE, Btech,",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
824,QP-NOS,Electronics & Hardware,Quality Engineer,ELE/Q7901,5,,,,5,,5,1,"Diploma/BTech, BE",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
825,QP-NOS,Electronics & Hardware,Reflow -oven Soldering Operator,ELE/Q5304,3,,,,3,,3,1,10th/12th Class,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
826,QP-NOS,Electronics & Hardware,Reliability Tester ,ELE/Q7404,3,,,,3,,3,1,10th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
827,QP-NOS,Electronics & Hardware,Remote Helpdesk Technician,ELE/Q4604,3,,,,3,,3,1,Diploma/BE,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
828,QP-NOS,Electronics & Hardware,Repair Assistant Switches,ELE/Q8103,4,,,,3,,3,1,10th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
829,QP-NOS,Electronics & Hardware,Routing Operator ,ELE/Q2103,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
830,QP-NOS,Electronics & Hardware,Safety Testing Technician - RACWO,ELE/Q3605,3,,,,5,,5,1,10th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
831,QP-NOS,Electronics & Hardware,Safety Tester - TV,ELE/Q3603,3,,,,3,,3,1,10th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
832,QP-NOS,Electronics & Hardware,Safety Testing Technician ,ELE/Q7403,3,,,,3,,3,1,10th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
833,QP-NOS,Electronics & Hardware,Sales Executive,ELE/Q5601,5,,,,3,,3,1,Graduate/BE/Post Graduate,96,144,240,,,,,,Yes,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,Embedded QP,,,,,
834,QP-NOS,Electronics & Hardware,Sales Executive-Consumer Electronics,ELE/Q3201,4,,,,3,,3,1,Graduate/BE/Post Graduate,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
835,QP-NOS,Electronics & Hardware,Sales Executive-IT Hardware,ELE/Q4101,4,,,,3,,3,1,Graduate/BE/Post Graduate,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
836,QP-NOS,Electronics & Hardware,Sales Executive-Medical Electronics,ELE/Q7601,5,,,,4,,4,1,Diploma/BE,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
837,QP-NOS,Electronics & Hardware,Security System Installation Technician,ELE/Q4611,4,,,,4,,4,1,"12th Class pass, preferably",,,,,,,,,,Yes,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
838,QP-NOS,Electronics & Hardware,Security System Service Engineer,ELE/Q4610,5,,,,5,,5,1,Diploma in Electronics/Electricals / ITI,,,,,,,,,,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
839,QP-NOS,Electronics & Hardware,Service Engineer,ELE/Q4607,5,,,,3,,3,1,B.E.,,,,,,,,,,Yes,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,Embedded QP,,,,,
840,QP-NOS,Electronics & Hardware,Silicone Painting Operator,ELE/Q0108,3,,,,3,,3,1,10th/12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
841,QP-NOS,Electronics & Hardware,Site Engineer – Control Panel,ELE/Q7501,4,,,,4,,4,1,ITI/Diploma/BTech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
842,QP-NOS,Electronics & Hardware,Smartphone Assembly Inspector,ELE/Q4001,5,,,,3,,3,1,Diploma in Computer Science (IT/ Electronics) / ITI,,,,,,,,,,,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,Name changed to Smartphone Assembly Quality Supervisor from Smartphone Assembly Inspector as per 22nd NSQC,
843,QP-NOS,Electronics & Hardware,Smartphone Assembly Technician,ELE/Q3901,4,,,,3,,3,1,12th Class pass/ ITI,,,,,,,,,,Yes,,,,,,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
844,QP-NOS,Electronics & Hardware,Solar LED Technician,ELE/Q5903,4,,,,4,,4,1,"12th Class pass, preferably",180,180,360,,,,,,Yes,Yes,,,,,Addl Ready,,,,No,,,22nd Meeting,,National Occupational Standards,,,,,,
845,QP-NOS,Electronics & Hardware,Module Assembly Technician,ELE/Q5801,4,,,,3,,3,1,ITI,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
846,QP-NOS,Electronics & Hardware,Solar Panel Installation Technician,ELE/Q5901,4,,,,4,,4,1,10th Class,200,200,400,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
847,QP-NOS,Electronics & Hardware,Solar PV System Installation Engineer ,ELE/Q5902,5,,,,4,,4,1,Btech/Mtech,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,Embedded QP,,,,,
848,QP-NOS,Electronics & Hardware,Solder Masking & Legend Printing Operator,ELE/Q2301,3,,,,4,,4,1,10th/12th Class/Graduate,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
849,QP-NOS,Electronics & Hardware,Sorting Operator,ELE/Q0109,4,,,,3,,3,1,10th/12th Class,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
850,QP-NOS,Electronics & Hardware,Stencil Printing Operator,ELE/Q5201,3,,,,3,,3,1,10th/12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
851,QP-NOS,Electronics & Hardware,Electronic Sub-assembly Technician,ELE/Q6303,4,,,,3,,3,1,12th Class/ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
852,QP-NOS,Electronics & Hardware,Systems Analyst (PCB Design),ELE/Q8701,5,,,,3,,3,1,"Diploma/BTech, BE",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
853,QP-NOS,Electronics & Hardware,Systems Design Engineer,ELE/Q8702,5,,,,3,,3,1,Diploma/BE,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
854,QP-NOS,Electronics & Hardware,Test and Repair Technician,ELE/Q4602,4,,,,4,,4,1,ITI/Diploma,,,,,,,,,,Yes,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
855,QP-NOS,Electronics & Hardware,Testing and Validation Engineer,ELE/Q1601,5,,,,2,,2,1,"BE, Btech/Mtech",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
856,QP-NOS,Electronics & Hardware,Testing Technician,ELE/Q0111,4,,,,4,,4,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
857,QP-NOS,Electronics & Hardware,Testing Technician,ELE/Q1801,4,,,,3,,3,1,ITI/Diploma,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
858,QP-NOS,Electronics & Hardware,Through Hole Assembly Operator,ELE/Q5101,4,,,,3,,3,1,10th Class,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,Embedded QP,,,,,
859,QP-NOS,Electronics & Hardware,TV Repair Technician,ELE/Q3101,4,,,,5,,5,1,8th Standard passed,180,180,360,,,,,,Yes,Yes,,Yes,Yes- *To be Deleted from 1-Apr2018; 9th SC,,,Yes,,,Yes,,,5th Meeting,,Trans National Standard - Under Public View,,,,,,
860,QP-NOS,Electronics & Hardware,Vacuum Plant Operator,ELE/Q0104,3,,,,3,,3,1,12th Class/ITI,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
